"Strategy","Depth","Param","Value1","Value2","Value3","Value4","Value5"
"dfs","6","ulrd","-1","79141","119501","20","248.889"
"astr","6","hamm","6","7","14","6","0.0"
"astr","6","manh","6","7","14","6","0.0"
"bfs","6","drlu","6","313","672","6","2.012"
"bfs","6","drul","6","235","500","6","1.001"
"bfs","6","ludr","6","247","536","6","1.997"
"bfs","6","lurd","6","247","536","6","0.998"
"bfs","6","rdlu","6","313","672","6","1.998"
"bfs","6","rdul","6","235","500","6","1.0"
"bfs","6","uldr","6","168","363","6","1.003"
"bfs","6","ulrd","6","168","363","6","2.01"
"dfs","6","drlu","18","112184","169339","20","334.171"
"dfs","6","drul","-1","120678","182271","20","365.111"
"dfs","6","ludr","16","162188","244919","20","533.975"
"dfs","6","lurd","18","91614","138232","20","277.437"
"dfs","6","rdlu","-1","120678","182271","20","397.867"
"dfs","6","rdul","-1","165500","249865","20","540.307"
"dfs","6","uldr","-1","289767","438341","20","882.375"
"dfs","6","ulrd","-1","197594","298430","20","595.566"
"astr","6","hamm","6","7","13","6","0.0"
"astr","6","manh","6","7","13","6","1.004"
"bfs","6","drlu","6","188","385","6","2.088"
"bfs","6","drul","6","188","385","6","0.999"
"bfs","6","ludr","6","197","403","6","1.007"
"bfs","6","lurd","6","110","232","6","0.999"
"bfs","6","rdlu","6","101","214","6","1.0"
"bfs","6","rdul","6","101","214","6","1.01"
"bfs","6","uldr","6","197","403","6","0.998"
"bfs","6","ulrd","6","110","232","6","0.0"
"dfs","6","drlu","6","110849","167339","20","345.962"
"dfs","6","drul","-1","99471","150359","20","310.415"
"dfs","6","ludr","16","51024","76924","20","141.324"
"dfs","6","lurd","18","119383","180458","20","389.266"
"dfs","6","rdlu","6","31827","48006","20","96.193"
"dfs","6","rdul","18","80284","121202","20","235.535"
"dfs","6","uldr","-1","180000","272065","20","547.4"
"dfs","6","ulrd","14","12687","19100","20","34.655"
"astr","6","hamm","6","7","15","6","0.0"
"astr","6","manh","6","7","15","6","0.0"
"bfs","6","drlu","6","303","651","6","1.394"
"bfs","6","drul","6","270","583","6","1.009"
"bfs","6","ludr","6","215","455","6","0.999"
"bfs","6","lurd","6","213","454","6","1.0"
"bfs","6","rdlu","6","301","650","6","1.259"
"bfs","6","rdul","6","268","582","6","1.998"
"bfs","6","uldr","6","182","386","6","0.998"
"bfs","6","ulrd","6","180","385","6","1.015"
"dfs","6","drlu","-1","197594","298430","20","601.029"
"dfs","6","drul","18","140107","211781","20","399.113"
"dfs","6","ludr","16","21745","32780","20","65.029"
"dfs","6","lurd","-1","120678","182271","20","542.783"
"dfs","6","rdlu","-1","289767","438341","20","894.923"
"dfs","6","rdul","12","126392","190695","20","403.862"
"dfs","6","uldr","-1","120678","182271","20","358.522"
"dfs","6","ulrd","-1","165500","249865","20","487.054"
"astr","6","hamm","6","10","19","6","0.0"
"astr","6","manh","6","9","16","6","0.0"
"bfs","6","drlu","6","238","501","6","2.248"
"bfs","6","drul","6","174","361","6","1.021"
"bfs","6","ludr","6","213","450","6","1.003"
"bfs","6","lurd","6","206","437","6","1.003"
"bfs","6","rdlu","6","231","488","6","1.515"
"bfs","6","rdul","6","167","348","6","0.998"
"bfs","6","uldr","6","149","309","6","1.001"
"bfs","6","ulrd","6","142","296","6","0.998"
"dfs","6","drlu","-1","162917","246056","20","530.643"
"dfs","6","drul","-1","115391","174329","20","350.652"
"dfs","6","ludr","-1","208703","315303","20","666.331"
"dfs","6","lurd","-1","152229","230146","20","501.815"
"dfs","6","rdlu","6","106751","161184","20","345.225"
"dfs","6","rdul","-1","80027","120782","20","228.89"
"dfs","6","uldr","-1","123896","187287","20","377.94"
"dfs","6","ulrd","6","68525","103376","20","224.546"
"astr","6","hamm","6","7","14","6","0.0"
"astr","6","manh","6","7","14","6","0.0"
"bfs","6","drlu","6","170","348","6","1.009"
"bfs","6","drul","6","170","348","6","2.799"
"bfs","6","ludr","6","180","371","6","0.0"
"bfs","6","lurd","6","129","271","6","0.0"
"bfs","6","rdlu","6","118","246","6","0.995"
"bfs","6","rdul","6","118","246","6","0.996"
"bfs","6","uldr","6","180","371","6","1.0"
"bfs","6","ulrd","6","129","271","6","3.204"
"dfs","6","drlu","-1","121613","183623","20","379.687"
"dfs","6","drul","-1","99471","150359","20","315.991"
"dfs","6","ludr","14","45726","68965","20","129.128"
"dfs","6","lurd","-1","180000","272065","20","582.922"
"dfs","6","rdlu","14","58273","87885","20","280.473"
"dfs","6","rdul","-1","121613","183623","20","671.098"
"dfs","6","uldr","-1","180000","272065","20","564.11"
"dfs","6","ulrd","6","79608","120080","20","242.456"
"astr","6","hamm","6","7","15","6","0.0"
"astr","6","manh","6","7","15","6","0.0"
"bfs","6","drlu","6","234","489","6","1.0"
"bfs","6","drul","6","234","489","6","1.349"
"bfs","6","ludr","6","166","347","6","1.091"
"bfs","6","lurd","6","146","309","6","0.992"
"bfs","6","rdlu","6","214","451","6","1.509"
"bfs","6","rdul","6","214","451","6","1.009"
"bfs","6","uldr","6","166","347","6","1.001"
"bfs","6","ulrd","6","146","309","6","1.01"
"dfs","6","drlu","6","153016","231020","20","477.569"
"dfs","6","drul","-1","152229","230146","20","442.404"
"dfs","6","ludr","-1","162917","246056","20","498.961"
"dfs","6","lurd","16","34320","51690","20","122.568"
"dfs","6","rdlu","-1","123896","187287","20","392.435"
"dfs","6","rdul","-1","79141","119501","20","235.192"
"dfs","6","uldr","18","182679","276010","20","542.847"
"dfs","6","ulrd","16","33151","49946","20","91.924"
"astr","6","hamm","6","7","14","6","1.003"
"astr","6","manh","6","7","14","6","1.0"
"bfs","6","drlu","6","138","284","6","1.498"
"bfs","6","drul","6","138","284","6","0.999"
"bfs","6","ludr","6","149","309","6","1.509"
"bfs","6","lurd","6","160","333","6","1.0"
"bfs","6","rdlu","6","150","310","6","0.998"
"bfs","6","rdul","6","150","310","6","2.014"
"bfs","6","uldr","6","149","309","6","1.509"
"bfs","6","ulrd","6","160","333","6","2.104"
"dfs","6","drlu","-1","121613","183623","20","368.138"
"dfs","6","drul","-1","99471","150359","20","301.534"
"dfs","6","ludr","6","142782","215660","20","418.109"
"dfs","6","lurd","6","138809","209728","20","442.324"
"dfs","6","rdlu","-1","99471","150359","20","319.544"
"dfs","6","rdul","6","38185","57630","20","108.622"
"dfs","6","uldr","-1","180000","272065","20","553.09"
"dfs","6","ulrd","14","46399","69997","20","142.4"
"astr","6","hamm","6","7","15","6","0.0"
"astr","6","manh","6","7","15","6","1.513"
"bfs","6","drlu","6","233","486","6","0.999"
"bfs","6","drul","6","233","486","6","1.01"
"bfs","6","ludr","6","166","347","6","0.998"
"bfs","6","lurd","6","146","310","6","0.997"
"bfs","6","rdlu","6","214","451","6","1.019"
"bfs","6","rdul","6","214","451","6","2.522"
"bfs","6","uldr","6","166","347","6","1.363"
"bfs","6","ulrd","6","146","310","6","1.001"
"dfs","6","drlu","-1","79141","119501","20","250.13"
"dfs","6","drul","-1","123896","187287","20","356.573"
"dfs","6","ludr","16","33020","49774","20","105.867"
"dfs","6","lurd","-1","181933","274938","20","592.823"
"dfs","6","rdlu","-1","152229","230146","20","458.255"
"dfs","6","rdul","-1","208703","315303","20","624.289"
"dfs","6","uldr","16","34350","51786","20","93.274"
"dfs","6","ulrd","-1","162917","246056","20","543.752"
"astr","6","hamm","6","7","16","6","1.002"
"astr","6","manh","6","7","16","6","0.0"
"bfs","6","drlu","6","196","410","6","1.001"
"bfs","6","drul","6","196","410","6","1.999"
"bfs","6","ludr","6","217","452","6","1.51"
"bfs","6","lurd","6","183","386","6","1.518"
"bfs","6","rdlu","6","163","345","6","1.0"
"bfs","6","rdul","6","163","345","6","0.998"
"bfs","6","uldr","6","217","452","6","1.016"
"bfs","6","ulrd","6","183","386","6","1.512"
"dfs","6","drlu","-1","79141","119501","20","265.229"
"dfs","6","drul","-1","123896","187287","20","401.216"
"dfs","6","ludr","-1","80027","120782","20","288.425"
"dfs","6","lurd","-1","181933","274938","20","568.526"
"dfs","6","rdlu","6","69774","105435","20","228.87"
"dfs","6","rdul","-1","208703","315303","20","632.189"
"dfs","6","uldr","-1","115391","174329","20","362.867"
"dfs","6","ulrd","16","127783","193003","20","383.18"
"astr","6","hamm","6","7","17","6","0.0"
"astr","6","manh","6","7","17","6","0.0"
"bfs","6","drlu","6","257","546","6","1.995"
"bfs","6","drul","6","295","630","6","2.003"
"bfs","6","ludr","6","193","417","6","2.066"
"bfs","6","lurd","6","186","405","6","1.004"
"bfs","6","rdlu","6","250","534","6","2.023"
"bfs","6","rdul","6","289","620","6","1.0"
"bfs","6","uldr","6","232","502","6","1.014"
"bfs","6","ulrd","6","226","492","6","1.0"
"dfs","6","drlu","18","180654","272853","20","692.736"
"dfs","6","drul","-1","120678","182271","20","358.571"
"dfs","6","ludr","6","99126","149559","20","348.778"
"dfs","6","lurd","-1","289767","438341","20","888.806"
"dfs","6","rdlu","16","58447","88161","20","181.385"
"dfs","6","rdul","-1","165500","249865","20","499.753"
"dfs","6","uldr","-1","289767","438341","20","906.97"
"dfs","6","ulrd","-1","197594","298430","20","591.953"
"astr","6","hamm","6","7","16","6","0.0"
"astr","6","manh","6","7","16","6","0.531"
"bfs","6","drlu","6","239","498","6","1.62"
"bfs","6","drul","6","198","413","6","1.99"
"bfs","6","ludr","6","188","396","6","1.514"
"bfs","6","lurd","6","181","383","6","1.009"
"bfs","6","rdlu","6","232","485","6","1.009"
"bfs","6","rdul","6","191","400","6","2.089"
"bfs","6","uldr","6","147","311","6","0.0"
"bfs","6","ulrd","6","140","298","6","1.515"
"dfs","6","drlu","-1","80027","120782","20","226.175"
"dfs","6","drul","-1","181933","274938","20","544.315"
"dfs","6","ludr","-1","79141","119501","20","240.932"
"dfs","6","lurd","16","123740","187046","20","386.433"
"dfs","6","rdlu","-1","115391","174329","20","369.971"
"dfs","6","rdul","-1","162917","246056","20","519.742"
"dfs","6","uldr","16","50791","76738","20","151.462"
"dfs","6","ulrd","-1","208703","315303","20","631.966"
"astr","6","hamm","6","7","17","6","0.0"
"astr","6","manh","6","7","17","6","0.0"
"bfs","6","drlu","6","181","394","6","1.705"
"bfs","6","drul","6","181","394","6","1.0"
"bfs","6","ludr","6","262","557","6","0.999"
"bfs","6","lurd","6","300","641","6","2.003"
"bfs","6","rdlu","6","221","481","6","1.013"
"bfs","6","rdul","6","221","481","6","1.0"
"bfs","6","uldr","6","262","557","6","1.547"
"bfs","6","ulrd","6","300","641","6","1.515"
"dfs","6","drlu","6","59410","89612","20","175.636"
"dfs","6","drul","-1","289767","438341","20","881.478"
"dfs","6","ludr","18","168385","254304","20","558.258"
"dfs","6","lurd","-1","120678","182271","20","388.808"
"dfs","6","rdlu","-1","289767","438341","20","959.004"
"dfs","6","rdul","-1","197594","298430","20","619.576"
"dfs","6","uldr","16","58654","88473","20","165.665"
"dfs","6","ulrd","-1","165500","249865","20","494.987"
"astr","6","hamm","6","7","16","6","0.0"
"astr","6","manh","6","7","16","6","0.0"
"bfs","6","drlu","6","176","372","6","1.002"
"bfs","6","drul","6","176","372","6","1.0"
"bfs","6","ludr","6","244","509","6","1.509"
"bfs","6","lurd","6","203","424","6","0.0"
"bfs","6","rdlu","6","135","287","6","1.511"
"bfs","6","rdul","6","135","287","6","0.998"
"bfs","6","uldr","6","244","509","6","1.576"
"bfs","6","ulrd","6","203","424","6","3.036"
"dfs","6","drlu","-1","79141","119501","20","242.995"
"dfs","6","drul","-1","123896","187287","20","354.65"
"dfs","6","ludr","-1","80027","120782","20","246.812"
"dfs","6","lurd","-1","181933","274938","20","575.482"
"dfs","6","rdlu","12","18642","28067","20","65.624"
"dfs","6","rdul","-1","208703","315303","20","651.573"
"dfs","6","uldr","-1","115391","174329","20","342.514"
"dfs","6","ulrd","-1","162917","246056","20","717.526"
"astr","6","hamm","6","7","16","6","0.0"
"astr","6","manh","6","7","16","6","1.002"
"bfs","6","drlu","6","205","428","6","1.011"
"bfs","6","drul","6","178","375","6","3.113"
"bfs","6","ludr","6","201","421","6","2.003"
"bfs","6","lurd","6","201","421","6","1.003"
"bfs","6","rdlu","6","205","428","6","1.009"
"bfs","6","rdul","6","178","375","6","0.506"
"bfs","6","uldr","6","175","369","6","0.998"
"bfs","6","ulrd","6","175","369","6","1.0"
"dfs","6","drlu","-1","80027","120782","20","226.577"
"dfs","6","drul","-1","181933","274938","20","556.441"
"dfs","6","ludr","-1","79141","119501","20","245.972"
"dfs","6","lurd","16","105790","159914","20","342.613"
"dfs","6","rdlu","-1","115391","174329","20","400.788"
"dfs","6","rdul","-1","162917","246056","20","506.838"
"dfs","6","uldr","6","95053","143550","20","576.403"
"dfs","6","ulrd","-1","208703","315303","20","628.797"
"astr","6","hamm","6","11","23","6","0.0"
"astr","6","manh","6","8","16","6","0.0"
"bfs","6","drlu","6","154","324","6","0.893"
"bfs","6","drul","6","141","299","6","0.996"
"bfs","6","ludr","6","238","497","6","2.516"
"bfs","6","lurd","6","238","497","6","1.513"
"bfs","6","rdlu","6","154","324","6","0.999"
"bfs","6","rdul","6","141","299","6","1.513"
"bfs","6","uldr","6","225","472","6","1.516"
"bfs","6","ulrd","6","225","472","6","0.999"
"dfs","6","drlu","18","127963","193175","20","392.286"
"dfs","6","drul","16","51853","78290","16","153.491"
"dfs","6","ludr","-1","208703","315303","20","705.581"
"dfs","6","lurd","-1","152229","230146","20","485.239"
"dfs","6","rdlu","8","68871","103946","20","219.744"
"dfs","6","rdul","16","52418","79031","16","146.111"
"dfs","6","uldr","-1","123896","187287","20","377.11"
"dfs","6","ulrd","-1","79141","119501","20","224.311"
"astr","6","hamm","6","12","26","6","0.0"
"astr","6","manh","6","8","16","6","0.0"
"bfs","6","drlu","6","168","347","6","0.0"
"bfs","6","drul","6","124","260","6","0.0"
"bfs","6","ludr","6","175","359","6","0.998"
"bfs","6","lurd","6","175","359","6","0.99"
"bfs","6","rdlu","6","168","347","6","0.0"
"bfs","6","rdul","6","124","260","6","1.0"
"bfs","6","uldr","6","130","270","6","0.0"
"bfs","6","ulrd","6","130","270","6","1.0"
"dfs","6","drlu","-1","152727","230784","20","481.552"
"dfs","6","drul","-1","180000","272065","20","530.3"
"dfs","6","ludr","-1","121613","183623","20","677.283"
"dfs","6","lurd","-1","99471","150359","20","318.801"
"dfs","6","rdlu","-1","180000","272065","20","562.351"
"dfs","6","rdul","-1","152727","230784","20","449.041"
"dfs","6","uldr","-1","99471","150359","20","307.68"
"dfs","6","ulrd","-1","121613","183623","20","352.796"
"astr","6","hamm","6","7","15","6","0.0"
"astr","6","manh","6","7","15","6","0.998"
"bfs","6","drlu","6","154","323","6","1.509"
"bfs","6","drul","6","141","299","6","1.003"
"bfs","6","ludr","6","238","497","6","2.522"
"bfs","6","lurd","6","238","497","6","0.998"
"bfs","6","rdlu","6","154","323","6","1.509"
"bfs","6","rdul","6","141","299","6","0.0"
"bfs","6","uldr","6","226","475","6","1.004"
"bfs","6","ulrd","6","226","475","6","1.539"
"dfs","6","drlu","16","32766","49378","20","103.132"
"dfs","6","drul","-1","181933","274938","20","548.74"
"dfs","6","ludr","-1","79141","119501","20","253.767"
"dfs","6","lurd","18","116786","176492","20","537.441"
"dfs","6","rdlu","16","33999","51225","20","107.741"
"dfs","6","rdul","-1","162917","246056","20","470.798"
"dfs","6","uldr","-1","152229","230146","20","480.42"
"dfs","6","ulrd","6","147263","222324","20","428.764"
"astr","6","hamm","6","8","16","6","0.0"
"astr","6","manh","6","7","14","6","0.994"
"bfs","6","drlu","6","137","285","6","1.508"
"bfs","6","drul","6","155","322","6","1.0"
"bfs","6","ludr","6","143","295","6","1.511"
"bfs","6","lurd","6","143","295","6","0.0"
"bfs","6","rdlu","6","137","285","6","1.511"
"bfs","6","rdul","6","155","322","6","1.001"
"bfs","6","uldr","6","162","334","6","0.859"
"bfs","6","ulrd","6","162","334","6","1.02"
"dfs","6","drlu","6","88083","132879","20","396.118"
"dfs","6","drul","-1","180000","272065","20","704.011"
"dfs","6","ludr","-1","121613","183623","20","383.222"
"dfs","6","lurd","-1","99471","150359","20","328.114"
"dfs","6","rdlu","-1","180000","272065","20","604.096"
"dfs","6","rdul","14","45726","68977","20","146.824"
"dfs","6","uldr","-1","99471","150359","20","314.846"
"dfs","6","ulrd","6","81744","123361","20","248.539"
"astr","6","hamm","6","7","14","6","1.004"
"astr","6","manh","6","7","14","6","0.0"
"bfs","6","drlu","6","183","375","6","1.075"
"bfs","6","drul","6","183","375","6","1.001"
"bfs","6","ludr","6","194","397","6","1.012"
"bfs","6","lurd","6","115","242","6","1.002"
"bfs","6","rdlu","6","104","220","6","1.009"
"bfs","6","rdul","6","104","220","6","1.0"
"bfs","6","uldr","6","194","397","6","0.999"
"bfs","6","ulrd","6","115","242","6","1.427"
"dfs","6","drlu","14","94197","142199","20","287.431"
"dfs","6","drul","-1","99471","150359","20","313.643"
"dfs","6","ludr","16","51147","77114","20","168.042"
"dfs","6","lurd","6","83069","125521","20","264.283"
"dfs","6","rdlu","6","58599","88435","20","501.076"
"dfs","6","rdul","18","85030","128380","20","250.045"
"dfs","6","uldr","-1","180000","272065","20","650.138"
"dfs","6","ulrd","16","22377","33752","20","68.865"
"astr","6","hamm","6","7","16","6","0.0"
"astr","6","manh","6","7","16","6","0.0"
"bfs","6","drlu","6","298","641","6","0.996"
"bfs","6","drul","6","265","573","6","0.994"
"bfs","6","ludr","6","212","449","6","1.012"
"bfs","6","lurd","6","218","464","6","1.513"
"bfs","6","rdlu","6","304","656","6","1.991"
"bfs","6","rdul","6","271","588","6","2.0"
"bfs","6","uldr","6","179","380","6","1.017"
"bfs","6","ulrd","6","185","395","6","2.007"
"dfs","6","drlu","18","121082","182884","20","403.395"
"dfs","6","drul","14","92781","140081","20","276.569"
"dfs","6","ludr","16","21720","32739","20","62.504"
"dfs","6","lurd","-1","120678","182271","20","394.07"
"dfs","6","rdlu","6","200255","302724","20","692.23"
"dfs","6","rdul","-1","197594","298430","20","595.003"
"dfs","6","uldr","-1","120678","182271","20","358.569"
"dfs","6","ulrd","-1","165500","249865","20","518.498"
"astr","6","hamm","6","7","14","6","0.0"
"astr","6","manh","6","7","14","6","0.0"
"bfs","6","drlu","6","233","491","6","0.997"
"bfs","6","drul","6","169","351","6","0.997"
"bfs","6","ludr","6","211","446","6","1.24"
"bfs","6","lurd","6","211","447","6","1.002"
"bfs","6","rdlu","6","233","492","6","1.0"
"bfs","6","rdul","6","170","353","6","1.014"
"bfs","6","uldr","6","146","304","6","1.004"
"bfs","6","ulrd","6","147","306","6","1.015"
"dfs","6","drlu","18","137502","207725","20","440.983"
"dfs","6","drul","14","66880","100931","20","202.633"
"dfs","6","ludr","6","109955","165993","20","337.558"
"dfs","6","lurd","-1","152229","230146","20","477.946"
"dfs","6","rdlu","-1","181933","274938","20","592.647"
"dfs","6","rdul","6","33379","50326","20","89.253"
